Algorithm,Allocation,Processes,MessageSize,Avg Latency(us)
default,core,2,0.18
default,core,3,0.52
default,core,4,0.44
default,core,5,0.90
default,core,6,0.99
default,core,7,1.07
default,core,8,0.97
default,core,9,1.77
default,core,10,1.87
default,core,11,1.90
default,core,12,1.94
default,core,13,2.16
default,core,14,2.22
default,core,15,2.33
default,core,16,1.65
default,core,17,2.51
default,core,18,2.59
default,core,19,2.72
default,core,20,2.76
default,core,21,2.81
default,core,22,2.91
default,core,23,3.05
default,core,24,2.90
default,core,25,2.90
default,core,26,3.08
default,core,27,3.06
default,core,28,3.10
default,core,29,3.10
default,core,30,3.07
default,core,31,3.17
default,core,32,2.68
default,core,33,3.19
default,core,34,3.45
default,core,35,3.39
default,core,36,4.05
default,core,37,3.47
default,core,38,4.41
default,core,39,3.54
default,core,40,4.00
default,core,41,3.67
default,core,42,3.76
default,core,43,3.82
default,core,44,3.88
default,core,45,3.78
default,core,46,4.26
default,core,47,4.12
default,core,48,3.91
default,core,49,4.01
default,core,50,4.08
default,core,51,4.16
default,core,52,4.11
default,core,53,4.05
default,core,54,4.20
default,core,55,4.12
default,core,56,3.91
default,core,57,4.14
default,core,58,3.97
default,core,59,3.77
default,core,60,4.14
default,core,61,4.49
default,core,62,4.08
default,core,63,4.09
default,core,64,3.24
default,core,65,5.20
default,core,66,5.51
default,core,67,6.41
default,core,68,5.84
default,core,69,5.27
default,core,70,7.06
default,core,71,6.42
default,core,72,6.03
default,core,73,5.67
default,core,74,5.33
default,core,75,5.94
default,core,76,5.44
default,core,77,6.75
default,core,78,6.17
default,core,79,6.47
default,core,80,5.73
default,core,81,6.41
default,core,82,6.13
default,core,83,6.13
default,core,84,5.12
default,core,85,5.57
default,core,86,5.43
default,core,87,5.54
default,core,88,5.80
default,core,89,5.82
default,core,90,5.64
default,core,91,5.29
default,core,92,5.39
default,core,93,5.30
default,core,94,5.75
default,core,95,5.37
default,core,96,5.66
default,core,97,6.36
default,core,98,5.91
default,core,99,6.29
default,core,100,5.21
default,core,101,5.68
default,core,102,5.26
default,core,103,5.20
default,core,104,5.42
default,core,105,5.26
default,core,106,5.41
default,core,107,5.40
default,core,108,5.34
default,core,109,5.79
default,core,110,5.43
default,core,111,5.69
default,core,112,7.05
default,core,113,8.01
default,core,114,5.14
default,core,115,5.46
default,core,116,5.45
default,core,117,5.70
default,core,118,5.70
default,core,119,6.20
default,core,120,7.16
default,core,121,5.73
default,core,122,5.86
default,core,123,5.74
default,core,124,5.64
default,core,125,5.94
default,core,126,6.13
default,core,127,5.35
default,core,128,7.40
default,core,129,7.65
default,core,130,7.97
default,core,131,8.42
default,core,132,8.21
default,core,133,8.19
default,core,134,9.91
default,core,135,9.36
default,core,136,9.78
default,core,137,9.59
default,core,138,10.59
default,core,139,10.30
default,core,140,11.17
default,core,141,11.35
default,core,142,11.31
default,core,143,12.29
default,core,144,12.08
default,core,145,13.92
default,core,146,14.10
default,core,147,14.75
default,core,148,15.71
default,core,149,16.85
default,core,150,17.20
default,core,151,17.77
default,core,152,18.42
default,core,153,18.97
default,core,154,19.72
default,core,155,21.04
default,core,156,22.65
default,core,157,21.08
default,core,158,21.24
default,core,159,21.91
default,core,160,23.55
default,core,161,27.03
default,core,162,29.24
default,core,163,31.95
default,core,164,33.76
default,core,165,33.78
default,core,166,34.58
default,core,167,38.32
default,core,168,37.56
default,core,169,34.64
default,core,170,36.06
default,core,171,34.32
default,core,172,36.45
default,core,173,35.04
default,core,174,37.10
default,core,175,36.23
default,core,176,37.97
default,core,177,39.91
default,core,178,40.99
default,core,179,45.63
default,core,180,52.55
default,core,181,47.27
default,core,182,49.56
default,core,183,50.85
default,core,184,51.34
default,core,185,51.41
default,core,186,52.03
default,core,187,52.53
default,core,188,50.00
default,core,189,51.27
default,core,190,52.81
default,core,191,52.11
default,core,192,51.51
default,core,193,54.59
default,core,194,55.55
default,core,195,54.26
default,core,196,51.20
default,core,197,54.00
default,core,198,56.87
default,core,199,54.65
default,core,200,54.39
default,core,201,52.31
default,core,202,55.38
default,core,203,63.98
default,core,204,53.94
default,core,205,51.89
default,core,206,53.33
default,core,207,50.27
default,core,208,51.33
default,core,209,53.10
default,core,210,55.44
default,core,211,54.00
default,core,212,54.58
default,core,213,50.77
default,core,214,54.00
default,core,215,54.25
default,core,216,51.23
default,core,217,55.38
default,core,218,53.00
default,core,219,51.66
default,core,220,51.30
default,core,221,51.86
default,core,222,52.06
default,core,223,51.91
default,core,224,51.29
default,core,225,51.00
default,core,226,51.72
default,core,227,48.91
default,core,228,50.52
default,core,229,50.44
default,core,230,48.37
default,core,231,46.13
default,core,232,49.29
default,core,233,49.33
default,core,234,48.89
default,core,235,45.57
default,core,236,45.77
default,core,237,46.16
default,core,238,47.21
default,core,239,41.31
default,core,240,45.12
default,core,241,41.40
default,core,242,43.22
default,core,243,47.48
default,core,244,45.27
default,core,245,43.59
default,core,246,42.00
default,core,247,43.66
default,core,248,44.23
default,core,249,41.58
default,core,250,42.97
default,core,251,44.72
default,core,252,39.42
default,core,253,43.61
default,core,254,39.68
default,core,255,38.75
default,core,256,11.95
